conc,LasyWMiescie,JakieobszarylesnelubterenyzielonewybieraPanPaninajczesciej,JakaformerekreacjiwlesielubinaterenachzielonychwybieraPanPanin,CzegoprzedewszystkimoczekujePanPaniodrekreacjiwlesielubiterenach,JakokreslilbyokreslilabyPanPaniwlasneemocjeodczuwanewzwiaz,Czywporównaniuzczasemsprzedpandemiiwtrakciepandemiizwiekszyla,pandemia_zwiekszenie_rekreacji,Czyuprawianierekreacjiwlesielubiterenachzielonychmawplywnaobni,Sex,Age,PlaceOfLive,Miejscezamieszkaniawojewództwo,edu,status,kids,disability,job,active_coping,planning,positive_reframing,acceptance,humor,religion,emotional_support,instrumental_support,attention,denial,venting,substance_use,disengagement,self_blame,SkalaPodwyzszaniaNastroju,SkalaObnizaniaNastroju,active_coping,helplesness,support_seeking,avoidance,acceptance,humor,religion,Frequency_of_activity,season,place
3.876883265,1,"lasy w miescie, lasy poza miastem, laki, obszary zielone w miescie typu parki, skwery (zielence), ogród botaniczny, ogródki dzialkowe","spacer, fotografowanie przyrody, zbieranie grzybów","miejsca na podziwianie piekna przyrody, miejsca zbioru owoców lesnych i grzybów, miejsca wyciszenia i odosobnienia",,raczej tak,4,5,1,20,city_100000,mazowieckie,3,married,0,No,7,5,5,3,2,1,4,4,4,3,0,4,2,2,4,3.866666667,3.266666667,4.333333333,2.666666667,4,2.333333333,2,1,4,monday-friday,2,1
3.882298446,1,"lasy w miescie, lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence)","spacer, zbieranie grzybów","miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,raczej nie,2,5,1,23,city_above_500000,malopolskie,3,single,0,No,7,4,4,5,3,3,0,4,6,4,0,4,0,2,2,4,3.2,4.333333333,1.333333333,5,2.666666667,3,3,0,weekends,2,1
3.892903796,1,"lasy w miescie, laki, obszary zielone w miescie typu parki, skwery (zielence)","spacer, fotografowanie przyrody, obserwowanie ptaków","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,raczej nie,2,4,1,45,city_100000,slaskie,3,married,0,No,2,4,3,2,4,0,0,3,0,4,2,3,2,2,6,2.6,4.2,3,3.333333333,1.5,3,4,0,0,monday-friday,1,1
3.896342433,0,"lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence), ogród botaniczny","spacer, fotografowanie przyrody, zbieranie grzybów","miejsca na podziwianie piekna przyrody, miejsca zbioru owoców lesnych i grzybów, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,zdecydowanie tak,5,5,1,37,city_500000,lubelskie,5,married,1,No,1,6,6,4,4,2,4,5,2,4,1,2,1,0,4,4.6,1.6,5.333333333,1.666666667,3.5,2.333333333,4,2,4,monday-friday,3,1
3.902807262,0,"obszary zielone w miescie typu parki, skwery (zielence)","spacer, jazda rowerem, nordic-walking","miejsca na podziwianie piekna przyrody, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,nie zmienila sie,3,4,1,40,city_100000,pomorskie,5,married,1,No,1,5,4,4,4,0,4,4,4,3,2,2,0,2,5,2.866666667,3.6,4.333333333,2.333333333,4,2.333333333,4,0,4,monday-friday,2,1
3.903936663,0,"obszary zielone w miescie typu parki, skwery (zielence), ogródki dzialkowe","spacer, bieganie (jogging)","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,nie zmienila sie,3,3,1,24,city_above_500000,malopolskie,5,single,0,No,7,3,4,2,2,1,0,4,4,4,1,4,2,2,6,3.4,4,3,3.333333333,4,3,2,1,0,few_times_in_month_or_less,2,1
3.905786484,1,"lasy w miescie, lasy poza miastem","spacer, jazda rowerem, inne (jakie?):","miejsca na podziwianie piekna przyrody, miejsca wyciszenia i odosobnienia, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej nie,2,4,1,40,city_500000,slaskie,5,married,0,No,1,4,4,3,4,2,0,4,4,3,0,3,4,0,2,3.6,2.666666667,3.666666667,2,4,2,4,2,0,few_times_in_month_or_less,2,1
3.9092614,0,"lasy poza miastem, laki, obszary zielone w miescie typu parki, skwery (zielence), palmiarnia, ogródki dzialkowe","spacer, jazda rowerem, fotografowanie przyrody","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca wyciszenia i odosobnienia",,1,1,3,1,21,village,wielkopolskie,3,single,0,No,7,4,4,5,6,2,6,4,5,4,0,2,0,1,2,4.533333333,2.066666667,4.333333333,1,4.5,2,6,2,6,everyday,1,1
3.91463172,0,ogródki dzialkowe,"spacer, jazda rowerem, fotografowanie przyrody, obserwowanie ptaków, zbieranie grzybów","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wyciszenia i odosobnienia, miejsca ucieczki od problemów osobistych, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,zdecydowanie tak,5,5,1,34,city_above_500000,wielkopolskie,5,married,3,No,1,3,3,4,6,3,4,5,4,3,2,4,0,2,1,4.066666667,2.066666667,3.333333333,1,4.5,3,6,3,4,everyday,2,0
3.919056142,1,"lasy w miescie, lasy poza miastem, laki, obszary zielone w miescie typu parki, skwery (zielence)",spacer,"miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wyciszenia i odosobnienia, miejsca ucieczki od problemów osobistych, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej tak,4,5,1,36,city_500000,slaskie,5,married,2,No,1,3,3,2,4,1,2,4,4,4,1,5,3,1,5,4.066666667,2.4,2.666666667,3,4,3.333333333,4,1,2,weekends,2,1
3.939982327,1,"lasy w miescie, lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence)","spacer, bieganie (jogging), jazda rowerem","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze",,zdecydowanie tak,5,5,1,45,city_500000,slaskie,5,divorced,2,No,1,5,4,6,5,4,0,5,4,5,3,3,0,1,3,4.4,2.8,5,1.333333333,4.5,3.666666667,5,4,0,everyday,2,1
3.944622429,0,lasy poza miastem,"spacer, nordic-walking, zbieranie grzybów","miejsca na podziwianie piekna przyrody, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wyciszenia i odosobnienia",,raczej nie,2,2,1,52,city_above_500000,mazowieckie,5,divorced,0,No,1,6,6,4,4,3,3,5,4,2,0,3,1,1,4,3.8,2.866666667,5.333333333,2,4.5,1.666666667,4,3,3,few_times_in_month_or_less,3,0
3.946700184,1,"lasy w miescie, lasy poza miastem, laki","spacer, bieganie (jogging), jazda rowerem","miejsca na podziwianie piekna przyrody, miejsca wyciszenia i odosobnienia, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej nie,2,4,1,24,city_above_500000,pomorskie,5,single,0,No,1,4,4,2,4,3,4,4,4,2,2,3,2,2,4,3.4,2.866666667,3.333333333,2.666666667,4,2.333333333,4,3,4,weekends,1,1
3.949892711,0,lasy poza miastem,inne (jakie?):,mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki,,zdecydowanie tak,5,5,1,45,city_100000,zachodniopomorskie,5,married,1,No,7,5,6,6,4,2,4,5,4,4,0,3,0,0,0,4.333333333,2.333333333,5.666666667,0,4.5,2.333333333,4,2,4,everyday,1,0
3.950800753,0,"lasy poza miastem, laki, obszary zielone w miescie typu parki, skwery (zielence)","spacer, jazda rowerem, zbieranie grzybów","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej tak,4,5,1,30,city_above_500000,lódzkie,5,married,0,No,1,3,4,4,4,3,0,4,4,4,0,1,0,2,1,3.666666667,1,3.666666667,1,4,1.666666667,4,3,0,everyday,2,1
3.950956313,1,"lasy w miescie, obszary zielone w miescie typu parki, skwery (zielence)","spacer, jazda rowerem, fotografowanie przyrody, zbieranie grzybów","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca na podziwianie piekna przyrody, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze",,raczej tak,4,4,1,58,city_100000,pomorskie,5,single,2,No,1,5,5,4,5,1,3,4,1,4,0,2,0,0,2,3.333333333,2.333333333,4.666666667,0.666666667,2.5,2,5,1,3,weekends,2,1
3.961576631,0,"lasy poza miastem, laki","spacer, bieganie (jogging), nordic-walking, fotografowanie przyrody, obserwowanie ptaków","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca zbioru owoców lesnych i grzybów, miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wyciszenia i odosobnienia",,nie zmienila sie,3,5,1,55,village,kujawsko-pomorskie,5,married,2,No,1,4,4,4,5,4,3,4,3,5,1,4,0,3,2,4.2,2.266666667,4,1.666666667,3.5,3.333333333,5,4,3,everyday,1,0
3.970052429,1,lasy w miescie,"spacer, jazda rowerem, fotografowanie przyrody","miejsca na podziwianie piekna przyrody, miejsca wyciszenia i odosobnienia, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,nie zmienila sie,3,5,1,47,village,wielkopolskie,5,divorced,2,No,1,4,4,4,5,1,3,4,6,2,1,4,2,1,1,4.133333333,2,4,1.333333333,5,2.333333333,5,1,3,everyday,1,1
3.972168553,0,"obszary zielone w miescie typu parki, skwery (zielence)",spacer,"miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze",,raczej nie,2,4,1,40,city_500000,kujawsko-pomorskie,5,married,2,No,1,5,4,2,3,0,3,5,5,3,1,3,0,2,4,3.066666667,3.2,3.666666667,2,5,2.333333333,3,0,3,few_times_in_month_or_less,2,1
3.978959578,0,"lasy poza miastem, laki, obszary zielone w miescie typu parki, skwery (zielence), ogródki dzialkowe","spacer, jazda rowerem, fotografowanie przyrody, zbieranie grzybów","miejsca zbioru owoców lesnych i grzybów, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,raczej tak,4,4,1,24,city_20000,warminsko-mazurskie,5,single,0,No,2,4,4,2,4,1,4,3,3,4,3,4,0,2,4,3.533333333,3.466666667,3.333333333,2,3,3.666666667,4,1,4,monday-friday,1,1
4.004454502,1,"lasy w miescie, obszary zielone w miescie typu parki, skwery (zielence), ogródki dzialkowe","spacer, jazda rowerem, fotografowanie przyrody","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem",,nie zmienila sie,3,5,1,43,city_above_500000,wielkopolskie,5,married,1,No,1,5,4,4,3,1,1,5,2,2,0,2,1,0,4,3.466666667,1.666666667,4.333333333,1.666666667,3.5,1.333333333,3,1,1,everyday,1,1
4.010067833,1,"lasy w miescie, lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence)","spacer, bieganie (jogging), jazda rowerem","miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wyciszenia i odosobnienia, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej tak,4,3,1,32,city_above_500000,malopolskie,5,married,1,No,1,4,5,4,3,1,2,4,4,1,2,2,0,0,2,3.666666667,1.8,4.333333333,0.666666667,4,1.666666667,3,1,2,monday-friday,2,1
4.012162851,1,lasy w miescie,spacer,miejsca dajacego mozliwosc oddychania czystym powietrzem,,raczej tak,4,5,1,50,city_above_500000,wielkopolskie,5,married,3,No,1,5,5,5,6,3,4,5,3,5,2,4,0,0,1,4.266666667,2.066666667,5,0.333333333,4,3.666666667,6,3,4,few_times_in_month_or_less,1,1
4.027840757,1,lasy w miescie,"spacer, jazda rowerem, zbieranie grzybów","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej nie,2,5,1,35,city_above_500000,wielkopolskie,5,married,2,No,1,4,3,3,4,0,2,4,4,2,3,3,0,1,2,3.8,2.533333333,3.333333333,1,4,2.666666667,4,0,2,weekends,1,1
4.02874395,0,lasy poza miastem,"jazda rowerem, nordic-walking, narty biegowe","miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze",,raczej tak,4,5,1,53,city_above_500000,dolnoslaskie,5,married,1,No,2,6,5,3,5,1,0,5,3,3,2,2,0,2,5,2.733333333,3.133333333,4.666666667,2.333333333,4,2.333333333,5,1,0,monday-friday,2,0
4.036642777,0,"lasy poza miastem, laki","spacer, bieganie (jogging), jazda konna po wyznaczonych trasach","miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wyciszenia i odosobnienia",,nie zmienila sie,3,2,1,36,village,mazowieckie,5,divorced,2,No,1,4,4,2,3,2,0,4,4,4,1,4,0,3,6,3.466666667,3.533333333,3.333333333,3,4,3,3,2,0,monday-friday,1,0
4.03825888,1,"lasy w miescie, obszary zielone w miescie typu parki, skwery (zielence), ogród botaniczny","spacer, nordic-walking, fotografowanie przyrody, obserwowanie ptaków","miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze",,raczej tak,4,5,1,55,city_above_500000,wielkopolskie,5,married,4,No,3,6,5,6,5,1,6,5,4,2,1,3,1,2,2,4.2,2.066666667,5.666666667,1.666666667,4.5,2,5,1,6,weekends,1,1
4.049939727,0,"lasy poza miastem, laki, ogródki dzialkowe","spacer, bieganie (jogging)","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze",,zdecydowanie tak,5,3,1,29,city_20000,zachodniopomorskie,5,single,0,No,1,4,3,4,4,3,0,3,2,2,3,4,0,1,4,2.8,2.133333333,3.666666667,1.666666667,2.5,3,4,3,0,everyday,2,0
4.057398813,0,"lasy poza miastem, laki","spacer, jazda rowerem, nordic-walking, zbieranie grzybów","miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wyciszenia i odosobnienia",,raczej tak,4,5,1,47,city_above_500000,dolnoslaskie,5,married,1,No,3,4,3,3,3,2,1,4,4,4,1,3,4,1,2,3.866666667,1.666666667,3.333333333,2.333333333,4,2.666666667,3,2,1,monday-friday,2,0
4.071124513,0,lasy poza miastem,"spacer, zbieranie grzybów, inne (jakie?):","miejsca na podziwianie piekna przyrody, miejsca zbioru owoców lesnych i grzybów, miejsca wyciszenia i odosobnienia, miejsca ucieczki od problemów osobistych",,zdecydowanie tak,5,5,1,42,village,wielkopolskie,5,married,2,No,1,3,4,3,4,3,1,3,2,5,2,2,4,3,2,3.533333333,1.666666667,3.333333333,3,2.5,3,4,3,1,everyday,3,0
4.07688873,1,"lasy w miescie, lasy poza miastem","spacer, bieganie (jogging), jazda rowerem, zbieranie grzybów","miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,zdecydowanie nie,1,5,1,26,city_500000,wielkopolskie,5,single,0,No,1,6,4,4,5,0,2,5,5,3,0,4,1,0,3,4.466666667,2.8,4.666666667,1.333333333,5,2.333333333,5,0,2,monday-friday,1,1
4.078635295,1,"lasy w miescie, lasy poza miastem, laki",spacer,"mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej nie,2,5,1,48,city_above_500000,wielkopolskie,5,married,2,No,3,5,5,4,3,2,2,6,6,4,0,3,0,1,1,4.066666667,2,4.666666667,0.666666667,6,2.333333333,3,2,2,weekends,2,1
4.105316638,0,lasy poza miastem,"spacer, jazda rowerem, zbieranie grzybów","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca na podziwianie piekna przyrody, miejsca zbioru owoców lesnych i grzybów",,nie zmienila sie,3,4,1,21,city_20000,wielkopolskie,3,single,0,No,7,4,4,2,5,2,0,3,4,5,3,4,0,2,5,3,3.866666667,3.333333333,2.333333333,3.5,4,5,2,0,few_times_in_month_or_less,1,0
4.107378725,1,"lasy w miescie, obszary zielone w miescie typu parki, skwery (zielence), ogród botaniczny, ogródki dzialkowe","spacer, fotografowanie przyrody, inne (jakie?):","miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,raczej nie,2,5,1,66,city_500000,slaskie,5,married,1,No,4,4,4,2,3,2,3,4,4,3,4,4,1,0,2,3.266666667,1.933333333,3.333333333,1,4,3.666666667,3,2,3,few_times_in_month_or_less,1,1
4.108177123,0,ogródki dzialkowe,"jazda rowerem, fotografowanie przyrody, zbieranie grzybów","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca zbioru owoców lesnych i grzybów",,nie zmienila sie,3,5,1,45,city_500000,opolskie,5,divorced,2,No,1,4,6,4,5,1,1,3,3,4,1,2,0,1,5,3.266666667,3.066666667,4.666666667,2,3,2.333333333,5,1,1,monday-friday,3,0
4.111468525,0,lasy poza miastem,"spacer, fotografowanie przyrody, obserwowanie ptaków","miejsca na podziwianie piekna przyrody, miejsca wyciszenia i odosobnienia, miejsca ucieczki od problemów osobistych",,raczej tak,4,4,1,21,city_20000,zachodniopomorskie,3,single,0,No,6,5,2,4,4,3,4,5,5,4,0,1,0,2,1,3.933333333,2.666666667,3.666666667,1,5,1.666666667,4,3,4,weekends,3,0
4.131856874,1,"lasy w miescie, lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence), ogródki dzialkowe","spacer, jazda konna po wyznaczonych trasach, fotografowanie przyrody","miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej nie,2,3,1,20,city_above_500000,wielkopolskie,3,single,0,No,2,5,6,6,6,2,0,5,5,2,0,3,0,2,2,4,2.533333333,5.666666667,1.333333333,5,1.666666667,6,2,0,few_times_in_month_or_less,3,1
4.152465886,1,"lasy w miescie, lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence), ogródki dzialkowe","spacer, jazda rowerem, zbieranie grzybów","miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,nie zmienila sie,3,3,1,20,city_above_500000,wielkopolskie,3,single,0,No,7,4,2,4,4,2,1,4,4,2,0,5,0,2,2,4.266666667,2.2,3.333333333,1.333333333,4,2.333333333,4,2,1,few_times_in_month_or_less,2,1
4.16419667,0,"lasy poza miastem, laki","spacer, jazda rowerem, fotografowanie przyrody","miejsca na podziwianie piekna przyrody, miejsca wyciszenia i odosobnienia, miejsca ucieczki od problemów osobistych",,raczej tak,4,5,1,23,village,pomorskie,5,married,0,No,2,6,6,6,5,3,0,5,5,3,2,2,0,0,4,4.466666667,2.2,6,1.333333333,5,2.333333333,5,3,0,everyday,2,0
4.187559654,0,"lasy poza miastem, laki, obszary zielone w miescie typu parki, skwery (zielence)","spacer, obserwowanie ptaków, zbieranie grzybów","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca zbioru owoców lesnych i grzybów",,nie zmienila sie,3,3,1,28,city_20000,wielkopolskie,5,single,0,No,1,3,5,4,5,3,0,4,2,2,2,1,0,1,1,3.4,2.466666667,4,0.666666667,3,1.666666667,5,3,0,few_times_in_month_or_less,3,1
4.212240845,1,"lasy w miescie, lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence)","spacer, jazda rowerem","miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wyciszenia i odosobnienia",,zdecydowanie tak,5,5,1,36,city_above_500000,wielkopolskie,5,single,0,No,3,5,6,2,4,2,0,5,4,3,0,4,0,0,0,4.133333333,1.8,4.333333333,0,4.5,2.333333333,4,2,0,monday-friday,2,1
4.215163483,1,"lasy w miescie, lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence)","spacer, jazda rowerem, fotografowanie przyrody","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca wyciszenia i odosobnienia",,raczej nie,2,4,1,19,village,wielkopolskie,3,single,0,Yes,2,2,2,3,5,3,0,2,2,3,0,2,0,2,4,2.2,3.8,2.333333333,2,2,1.666666667,5,3,0,few_times_in_month_or_less,2,1
4.228352321,1,lasy w miescie,"spacer, jazda rowerem, zbieranie grzybów","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,zdecydowanie nie,1,3,1,41,city_above_500000,wielkopolskie,3,divorced,2,No,1,3,5,3,4,0,5,5,4,3,2,5,2,0,1,3.933333333,2.066666667,3.666666667,1,4.5,3.333333333,4,0,5,monday-friday,2,1
4.269656752,0,"lasy poza miastem, laki, ogród botaniczny, palmiarnia","spacer, jazda rowerem, fotografowanie przyrody, obserwowanie ptaków","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca zbioru owoców lesnych i grzybów, miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wyciszenia i odosobnienia, miejsca ucieczki od problemów osobistych, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,zdecydowanie tak,5,5,1,23,village,kujawsko-pomorskie,3,single,0,No,1,4,4,4,4,2,0,3,2,4,4,2,4,2,4,3.2,3.666666667,4,3.333333333,2.5,3.333333333,4,2,0,everyday,2,1
4.282230221,0,lasy poza miastem,spacer,miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi,,raczej nie,2,5,1,50,city_20000,slaskie,5,married,2,No,1,6,4,2,4,1,2,3,2,4,4,5,2,2,4,3.466666667,3.8,4,2.666666667,2.5,4.333333333,4,1,2,weekends,2,0
4.28685424,0,lasy poza miastem,"spacer, jazda rowerem, fotografowanie przyrody","miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze",,raczej tak,4,4,1,48,city_100000,malopolskie,3,married,0,Yes,5,6,5,6,3,2,0,4,2,5,2,2,0,0,2,4,3.266666667,5.666666667,0.666666667,3,3,3,2,0,weekends,3,0
4.316858333,0,"lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence), ogródki dzialkowe","spacer, zbieranie grzybów","miejsca na podziwianie piekna przyrody, miejsca zbioru owoców lesnych i grzybów, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej nie,2,2,1,36,city_500000,podlaskie,5,single,0,No,1,6,5,2,2,1,2,4,3,4,1,1,0,1,2,4,1.866666667,4.333333333,1,3.5,2,2,1,2,few_times_in_month_or_less,2,1
4.330463362,0,"lasy poza miastem, ogródki dzialkowe","bieganie (jogging), zbieranie grzybów","miejsca na podziwianie piekna przyrody, miejsca wyciszenia i odosobnienia",,raczej nie,2,5,1,54,city_above_500000,wielkopolskie,5,married,2,No,1,4,2,4,4,2,4,5,6,4,0,2,0,1,0,4,1.6,3.333333333,0.333333333,5.5,2,4,2,4,few_times_in_month_or_less,3,0
4.341972942,1,lasy w miescie,"spacer, bieganie (jogging), jazda rowerem","miejsca na podziwianie piekna przyrody, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wyciszenia i odosobnienia",,raczej tak,4,3,1,40,city_above_500000,wielkopolskie,5,married,2,No,3,4,4,4,4,0,0,4,4,6,0,3,2,2,2,4.266666667,1.533333333,4,2,4,3,4,0,0,few_times_in_month_or_less,1,1
4.360191007,0,lasy poza miastem,spacer,mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki,,nie zmienila sie,3,3,1,35,village,mazowieckie,5,married,1,No,1,5,5,3,5,0,0,6,5,3,0,2,1,0,1,4.4,2.066666667,4.333333333,0.666666667,5.5,1.666666667,5,0,0,few_times_in_month_or_less,2,0
4.376608272,0,"lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence), ogród botaniczny, palmiarnia","spacer, fotografowanie przyrody, obserwowanie ptaków","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia, miejsca ucieczki od problemów osobistych, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej nie,2,3,1,22,city_100000,wielkopolskie,3,married,0,No,6,4,5,2,4,0,0,4,4,2,2,4,0,3,5,3.2,3.6,3.666666667,2.666666667,4,2.666666667,4,0,0,monday-friday,1,1
4.393772593,0,lasy poza miastem,"spacer, jazda rowerem, zbieranie grzybów","miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,raczej tak,4,4,1,19,village,lódzkie,3,single,0,No,2,3,2,2,5,3,0,4,3,4,0,5,0,2,4,3.733333333,3,2.333333333,2,3.5,3,5,3,0,everyday,2,0
