conc,LasyWMiescie,JakieobszarylesnelubterenyzielonewybieraPanPaninajczesciej,JakaformerekreacjiwlesielubinaterenachzielonychwybieraPanPanin,CzegoprzedewszystkimoczekujePanPaniodrekreacjiwlesielubiterenach,JakokreslilbyokreslilabyPanPaniwlasneemocjeodczuwanewzwiaz,Czywporównaniuzczasemsprzedpandemiiwtrakciepandemiizwiekszyla,pandemia_zwiekszenie_rekreacji,Czyuprawianierekreacjiwlesielubiterenachzielonychmawplywnaobni,Sex,Age,PlaceOfLive,Miejscezamieszkaniawojewództwo,edu,status,kids,disability,job,active_coping,planning,positive_reframing,acceptance,humor,religion,emotional_support,instrumental_support,attention,denial,venting,substance_use,disengagement,self_blame,SkalaPodwyzszaniaNastroju,SkalaObnizaniaNastroju,active_coping,helplesness,support_seeking,avoidance,acceptance,humor,religion,Frequency_of_activity,season,place
3.165725903,1,lasy w miescie,"spacer, nordic-walking, obserwowanie ptaków","miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,raczej tak,4,5,1,73,city_above_500000,wielkopolskie,5,widow(er),1,No,4,5,5,3,4,0,4,5,3,3,0,2,2,1,2,3.666666667,2.466666667,4.333333333,1.666666667,4,1.666666667,4,0,4,monday-friday,2,1
3.173679446,0,lasy poza miastem,"jazda rowerem, nordic-walking, fotografowanie przyrody","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej tak,4,4,1,40,village,podkarpackie,5,married,2,No,1,4,4,4,4,3,2,3,2,4,1,3,0,1,3,3.6,2.866666667,4,1.333333333,2.5,2.666666667,4,3,2,everyday,2,0
3.198558708,0,"obszary zielone w miescie typu parki, skwery (zielence)","jazda rowerem, inne (jakie?):","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,zdecydowanie tak,5,1,1,21,village,lubuskie,3,single,0,No,6,6,6,3,4,2,0,4,3,4,0,3,0,0,2,2.466666667,2.666666667,5,0.666666667,3.5,2.333333333,4,2,0,few_times_in_month_or_less,2,1
3.217565699,0,"lasy poza miastem, laki","spacer, jazda rowerem","miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej nie,2,2,1,48,city_above_500000,mazowieckie,5,married,3,No,3,5,4,4,3,3,2,4,4,4,2,3,2,3,3,3.533333333,2.333333333,4.333333333,2.666666667,4,3,3,3,2,few_times_in_month_or_less,2,0
3.232690831,1,"lasy w miescie, obszary zielone w miescie typu parki, skwery (zielence), ogródki dzialkowe","spacer, bieganie (jogging), jazda rowerem","miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,nie zmienila sie,3,3,1,24,city_100000,kujawsko-pomorskie,5,single,0,No,1,4,5,3,4,4,0,4,4,2,1,3,2,2,1,3.8,1.666666667,4,1.666666667,4,2,4,4,0,weekends,2,1
3.299896119,0,"lasy poza miastem, laki","spacer, bieganie (jogging), jazda rowerem, fotografowanie przyrody","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wyciszenia i odosobnienia",,raczej tak,4,3,1,58,city_100000,slaskie,3,married,3,No,3,5,4,3,5,1,2,5,3,3,1,2,0,0,2,3.6,1.866666667,4,0.666666667,4,2,5,1,2,weekends,3,0
3.30358966,0,lasy poza miastem,spacer,miejsca wyciszenia i odosobnienia,,raczej nie,2,2,1,37,city_500000,zachodniopomorskie,5,married,1,No,3,4,4,4,4,3,2,3,3,2,1,2,2,2,2,3.333333333,2.666666667,4,2,3,1.666666667,4,3,2,everyday,1,0
3.305434882,1,"lasy w miescie, lasy poza miastem, laki, obszary zielone w miescie typu parki, skwery (zielence)","spacer, nordic-walking, fotografowanie przyrody","miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wyciszenia i odosobnienia, miejsca ucieczki od problemów osobistych",,zdecydowanie tak,5,5,1,45,city_above_500000,wielkopolskie,5,divorced,0,No,1,4,4,3,4,2,0,5,5,4,1,5,1,1,1,3.666666667,2.266666667,3.666666667,1,5,3.333333333,4,2,0,everyday,1,1
3.30977244,0,lasy poza miastem,"spacer, fotografowanie przyrody, obserwowanie ptaków","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca wyciszenia i odosobnienia",,nie zmienila sie,3,5,1,52,village,lubelskie,3,widow(er),2,No,1,5,4,5,4,2,4,5,4,4,4,3,0,2,2,3.6,2.4,4.666666667,1.333333333,4.5,3.666666667,4,2,4,everyday,1,0
3.324971269,0,"lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence)","spacer, bieganie (jogging)","miejsca na podziwianie piekna przyrody, miejsca wyciszenia i odosobnienia, miejsca ucieczki od problemów osobistych",,raczej nie,2,4,1,24,city_above_500000,wielkopolskie,5,single,0,No,7,6,5,5,4,2,4,5,4,4,1,3,2,1,4,3.333333333,3.533333333,5.333333333,2.333333333,4.5,2.666666667,4,2,4,few_times_in_month_or_less,2,1
3.382600857,1,"lasy w miescie, obszary zielone w miescie typu parki, skwery (zielence), ogródki dzialkowe","spacer, jazda rowerem","miejsca wyciszenia i odosobnienia, miejsca ucieczki od problemów osobistych, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej nie,2,2,1,36,city_above_500000,wielkopolskie,5,married,2,No,1,3,3,2,3,1,4,4,4,3,1,3,0,2,3,2.933333333,2.533333333,2.666666667,1.666666667,4,2.333333333,3,1,4,monday-friday,2,1
3.435597924,0,lasy poza miastem,"spacer, zbieranie grzybów, inne (jakie?):","miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca zbioru owoców lesnych i grzybów, miejsca dajacego mozliwosc oddychania czystym powietrzem",,raczej nie,2,4,1,34,city_above_500000,malopolskie,5,single,0,No,7,4,4,3,4,0,4,4,4,3,0,5,0,1,1,4.533333333,1.933333333,3.666666667,0.666666667,4,2.666666667,4,0,4,weekends,1,0
3.437461806,0,lasy poza miastem,"spacer, jazda rowerem, nordic-walking, fotografowanie przyrody","bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca ucieczki od problemów osobistych, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,nie zmienila sie,3,3,1,50,village,lódzkie,5,married,0,No,1,4,4,4,6,1,0,5,4,4,0,2,0,1,2,3.8,2.333333333,4,1,4.5,2,6,1,0,monday-friday,3,0
3.441007688,0,lasy poza miastem,"spacer, fotografowanie przyrody, obserwowanie ptaków, zbieranie grzybów, inne (jakie?):","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca wyciszenia i odosobnienia",,raczej nie,2,5,1,45,city_above_500000,mazowieckie,3,married,1,No,3,5,5,4,5,4,0,4,2,4,0,3,0,1,1,3.666666667,1.4,4.666666667,0.666666667,3,2.333333333,5,4,0,everyday,3,0
3.44277926,1,"lasy w miescie, laki, obszary zielone w miescie typu parki, skwery (zielence)","spacer, fotografowanie przyrody","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca dajacego mozliwosc oddychania czystym powietrzem",,raczej tak,4,4,1,25,city_above_500000,mazowieckie,3,married,0,No,2,4,4,3,3,3,0,4,4,4,1,5,0,1,4,3.266666667,3.066666667,3.666666667,1.666666667,4,3.333333333,3,3,0,few_times_in_month_or_less,1,1
3.450242518,0,lasy poza miastem,"spacer, jazda rowerem, fotografowanie przyrody","miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,raczej nie,2,4,1,46,city_above_500000,wielkopolskie,5,married,1,No,6,4,5,4,4,1,6,5,5,3,1,1,0,2,2,3.6,2.8,4.333333333,1.333333333,5,1.666666667,4,1,6,monday-friday,1,0
3.46220672,0,lasy poza miastem,jazda rowerem,"miejsca na podziwianie piekna przyrody, miejsca wyciszenia i odosobnienia, miejsca ucieczki od problemów osobistych",,raczej nie,2,4,1,34,city_100000,zachodniopomorskie,5,married,0,No,1,5,4,5,4,4,0,6,4,4,0,3,0,0,2,4.2,1.8,4.666666667,0.666666667,5,2.333333333,4,4,0,monday-friday,1,0
3.485026823,1,lasy w miescie,spacer,miejsca wyciszenia i odosobnienia,,zdecydowanie tak,5,5,1,37,city_500000,wielkopolskie,5,married,1,No,1,6,5,5,3,3,0,6,4,2,1,3,0,0,2,5,2,5.333333333,0.666666667,5,2,3,3,0,few_times_in_month_or_less,3,1
3.497137227,0,"lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence)","spacer, bieganie (jogging), fotografowanie przyrody","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca na podziwianie piekna przyrody, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej nie,2,3,1,21,city_500000,warminsko-mazurskie,3,single,0,No,2,4,3,2,2,1,0,4,4,4,3,3,2,2,3,3.6,2.866666667,3,2.333333333,4,3.333333333,2,1,0,weekends,2,1
3.51060415,0,lasy poza miastem,"spacer, fotografowanie przyrody, obserwowanie ptaków, zbieranie grzybów","miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,nie zmienila sie,3,5,1,51,village,wielkopolskie,5,married,2,No,1,4,5,5,5,1,5,4,3,3,0,2,0,3,1,3.6,2,4.666666667,1.333333333,3.5,1.666666667,5,1,5,monday-friday,2,0
3.547454911,1,lasy w miescie,"spacer, jazda rowerem","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze",,zdecydowanie tak,5,4,1,43,city_above_500000,wielkopolskie,5,married,2,No,1,6,4,4,3,3,0,4,2,5,2,3,2,2,3,3.2,4.066666667,4.666666667,2.333333333,3,3.333333333,3,3,0,everyday,1,1
3.549880621,0,"lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence)","spacer, zbieranie grzybów","miejsca zbioru owoców lesnych i grzybów, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,nie zmienila sie,3,1,1,21,village,lódzkie,3,single,0,No,2,5,3,4,4,1,4,4,2,2,1,3,0,1,4,3.466666667,2,4,1.666666667,3,2,4,1,4,few_times_in_month_or_less,2,1
3.558100098,1,"lasy w miescie, lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence)","spacer, bieganie (jogging), jazda rowerem","miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,raczej tak,4,5,1,44,city_above_500000,wielkopolskie,5,married,2,No,3,4,4,2,4,1,2,4,4,4,0,4,1,1,4,3.866666667,2.866666667,3.333333333,2,4,2.666666667,4,1,2,everyday,1,1
3.591068096,1,"lasy w miescie, lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence)","spacer, bieganie (jogging), jazda rowerem","miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej tak,4,4,1,44,city_above_500000,wielkopolskie,5,married,2,No,1,4,5,4,5,2,4,4,6,4,0,4,2,1,2,3.666666667,2.533333333,4.333333333,1.666666667,5,2.666666667,5,2,4,few_times_in_month_or_less,2,1
3.60034514,0,"lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence)","spacer, jazda rowerem, jazda konna po wyznaczonych trasach","miejsca na podziwianie piekna przyrody, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,nie zmienila sie,3,3,1,19,village,wielkopolskie,3,single,0,No,7,4,4,4,2,1,0,4,4,2,1,3,0,2,2,3.333333333,2.866666667,4,1.333333333,4,2,2,1,0,weekends,1,1
3.632381099,0,"lasy poza miastem, ogródki dzialkowe","spacer, jazda rowerem, zbieranie grzybów","miejsca zbioru owoców lesnych i grzybów, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej nie,2,3,1,39,village,wielkopolskie,5,married,0,No,1,5,4,3,5,3,0,5,6,4,0,3,0,0,2,4,1.733333333,4,0.666666667,5.5,2.333333333,5,3,0,everyday,3,0
3.632945235,1,"lasy w miescie, lasy poza miastem, laki, obszary zielone w miescie typu parki, skwery (zielence)","spacer, nordic-walking","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej tak,4,5,1,42,city_above_500000,malopolskie,5,married,2,No,1,6,5,4,4,3,4,5,2,4,2,4,2,0,2,3.666666667,2.066666667,5,1.333333333,3.5,3.333333333,4,3,4,few_times_in_month_or_less,2,1
3.639089575,0,inne (jakie?):,"fotografowanie przyrody, obserwowanie ptaków, zbieranie grzybów","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca zbioru owoców lesnych i grzybów",,raczej nie,2,5,1,48,village,kujawsko-pomorskie,3,married,2,No,1,6,4,4,3,3,2,5,2,4,2,3,0,1,1,4,1.866666667,4.666666667,0.666666667,3.5,3,3,3,2,everyday,1,0
3.64243918,1,"lasy w miescie, lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence), ogródki dzialkowe","spacer, nordic-walking","miejsca na podziwianie piekna przyrody, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,zdecydowanie tak,5,5,1,30,city_above_500000,lódzkie,5,single,0,No,1,4,4,2,4,2,0,5,4,4,3,4,2,1,4,4.4,2,3.333333333,2.333333333,4.5,3.666666667,4,2,0,weekends,2,1
3.653703817,1,"lasy w miescie, obszary zielone w miescie typu parki, skwery (zielence), ogródki dzialkowe",spacer,"miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca zbioru owoców lesnych i grzybów, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,raczej nie,2,5,1,31,city_500000,slaskie,5,married,0,No,1,6,6,4,5,2,4,5,2,3,0,2,0,1,1,4.2,1.866666667,5.333333333,0.666666667,3.5,1.666666667,5,2,4,few_times_in_month_or_less,2,1
3.667463702,0,"lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence)","spacer, jazda rowerem, zbieranie grzybów","miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,nie zmienila sie,3,2,1,22,city_20000,kujawsko-pomorskie,3,single,0,No,2,4,4,2,3,1,0,4,4,2,2,4,0,1,3,3.6,3.6,3.333333333,1.333333333,4,2.666666667,3,1,0,monday-friday,1,1
3.670912966,1,"lasy w miescie, obszary zielone w miescie typu parki, skwery (zielence)","spacer, fotografowanie przyrody, obserwowanie ptaków","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej tak,4,4,1,23,city_above_500000,mazowieckie,5,single,0,No,1,5,4,4,4,0,6,5,4,4,0,3,0,1,0,4.2,1.533333333,4.333333333,0.333333333,4.5,2.333333333,4,0,6,few_times_in_month_or_less,1,1
3.675488464,0,lasy poza miastem,"spacer, jazda rowerem, nordic-walking, zbieranie grzybów","miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,nie zmienila sie,3,5,1,42,city_above_500000,wielkopolskie,5,divorced,1,Yes,1,6,6,4,5,1,5,5,4,3,0,2,0,0,3,3.733333333,2.8,5.333333333,1,4.5,1.666666667,5,1,5,weekends,1,0
3.68137874,1,"lasy w miescie, lasy poza miastem, laki, obszary zielone w miescie typu parki, skwery (zielence)","spacer, bieganie (jogging), fotografowanie przyrody","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca wyciszenia i odosobnienia",,raczej nie,2,5,1,24,village,zachodniopomorskie,5,single,0,No,7,5,4,1,4,2,2,5,3,4,2,3,2,2,5,3.266666667,3.733333333,3.333333333,3,4,3,4,2,2,monday-friday,2,1
3.684298414,1,"lasy w miescie, lasy poza miastem, obszary zielone w miescie typu parki, skwery (zielence), ogród botaniczny, palmiarnia, inne (jakie?):",spacer,"mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,zdecydowanie nie,1,3,1,41,city_above_500000,malopolskie,5,single,0,No,1,4,4,2,3,0,0,2,1,4,0,3,0,2,3,3.2,2.333333333,3.333333333,1.666666667,1.5,2.333333333,3,0,0,few_times_in_month_or_less,2,1
3.716263438,0,lasy poza miastem,"spacer, jazda rowerem","miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,nie zmienila sie,3,3,1,42,city_above_500000,mazowieckie,5,married,1,No,3,4,4,2,2,0,1,2,0,2,2,3,2,2,4,2.333333333,2.6,3.333333333,2.666666667,1,2.333333333,2,0,1,weekends,2,0
3.717007353,1,"lasy w miescie, obszary zielone w miescie typu parki, skwery (zielence)",spacer,"miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej nie,2,4,1,34,city_20000,wielkopolskie,5,married,0,No,1,4,5,4,4,1,1,3,2,4,3,4,0,2,2,4.133333333,2.266666667,4.333333333,1.333333333,2.5,3.666666667,4,1,1,few_times_in_month_or_less,1,1
3.719155727,1,"lasy w miescie, obszary zielone w miescie typu parki, skwery (zielence)",spacer,"mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca na podziwianie piekna przyrody, miejsca wyciszenia i odosobnienia",,raczej nie,2,4,1,20,village,wielkopolskie,3,single,0,No,6,4,3,3,3,1,0,4,4,4,3,4,0,2,3,3.333333333,3.2,3.333333333,1.666666667,4,3.666666667,3,1,0,few_times_in_month_or_less,2,1
3.721925447,0,inne (jakie?):,"spacer, obserwowanie ptaków, zbieranie grzybów","miejsca zbioru owoców lesnych i grzybów, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,nie zmienila sie,3,2,1,55,village,malopolskie,5,divorced,1,No,7,4,4,5,5,3,0,3,2,2,2,4,1,2,1,3.066666667,1.266666667,4.333333333,1.333333333,2.5,2.666666667,5,3,0,everyday,2,0
3.728472813,0,lasy poza miastem,"spacer, fotografowanie przyrody, obserwowanie ptaków","miejsca na podziwianie piekna przyrody, miejsca wyciszenia i odosobnienia, miejsca ucieczki od problemów osobistych",,nie zmienila sie,3,5,1,24,city_500000,lubuskie,5,married,0,No,1,5,4,3,4,2,0,3,4,1,2,3,2,2,4,3.2,4.333333333,4,2.666666667,3.5,2,4,2,0,few_times_in_month_or_less,2,0
3.735023278,1,"lasy w miescie, lasy poza miastem, laki","spacer, bieganie (jogging), fotografowanie przyrody","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze",,nie zmienila sie,3,5,1,34,city_above_500000,wielkopolskie,5,single,0,No,3,3,4,3,4,3,0,2,2,3,3,3,1,4,2,3.533333333,3.066666667,3.333333333,2.333333333,2,3,4,3,0,monday-friday,2,1
3.774746515,0,"obszary zielone w miescie typu parki, skwery (zielence)",spacer,"mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca na podziwianie piekna przyrody, miejsca wyciszenia i odosobnienia",,2,2,4,1,44,city_500000,lubelskie,5,married,4,No,1,4,4,5,4,2,6,4,4,3,3,3,0,2,4,3.733333333,2.866666667,4.333333333,2,4,3,4,2,6,few_times_in_month_or_less,2,1
3.777216326,0,lasy poza miastem,zbieranie grzybów,"miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca zbioru owoców lesnych i grzybów",,nie zmienila sie,3,5,1,39,village,slaskie,5,married,0,No,3,5,5,3,5,0,1,4,5,3,2,3,0,2,4,4.4,2.4,4.333333333,2,4.5,2.666666667,5,0,1,monday-friday,3,0
3.778084347,0,lasy poza miastem,"spacer, inne (jakie?):","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wyciszenia i odosobnienia, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,zdecydowanie tak,5,5,1,30,village,pomorskie,3,married,2,No,3,5,3,6,5,3,4,4,3,3,0,3,0,0,2,3.466666667,1.6,4.666666667,0.666666667,3.5,2,5,3,4,everyday,2,0
3.785861178,0,lasy poza miastem,"spacer, jazda rowerem, obserwowanie ptaków, zbieranie grzybów","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca zbioru owoców lesnych i grzybów, miejsca wyciszenia i odosobnienia",,raczej nie,2,4,1,37,city_20000,wielkopolskie,5,married,1,No,1,3,4,4,4,1,3,4,4,3,0,1,0,1,0,3.066666667,1.733333333,3.666666667,0.333333333,4,1.333333333,4,1,3,weekends,1,0
3.786488567,0,"lasy poza miastem, laki, ogródki dzialkowe","spacer, jazda rowerem","miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej nie,2,3,1,39,city_100000,lubelskie,5,married,3,No,7,4,4,4,4,3,2,3,2,2,0,3,0,2,4,3.4,2.6,4,2,2.5,1.666666667,4,3,2,weekends,2,0
3.799749319,1,"lasy w miescie, ogród botaniczny, ogródki dzialkowe","spacer, bieganie (jogging), fotografowanie przyrody","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca dajacego mozliwosc oddychania czystym powietrzem",,raczej nie,2,5,1,24,village,pomorskie,5,single,0,No,2,4,4,4,4,3,0,4,4,6,2,5,2,1,2,4.4,3.533333333,4,1.666666667,4,4.333333333,4,3,0,few_times_in_month_or_less,1,1
3.818957495,1,"lasy w miescie, obszary zielone w miescie typu parki, skwery (zielence), ogród botaniczny","spacer, nordic-walking, zbieranie grzybów","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca na podziwianie piekna przyrody, miejsca zbioru owoców lesnych i grzybów, miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wyciszenia i odosobnienia",,raczej tak,4,5,1,48,city_above_500000,lódzkie,5,married,2,No,3,3,4,6,6,3,0,4,4,4,2,4,2,1,2,3.066666667,2.2,4.333333333,1.666666667,4,3.333333333,6,3,0,weekends,3,1
3.826932447,1,"lasy w miescie, lasy poza miastem, laki",bieganie (jogging),"miejsca na podziwianie piekna przyrody, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej tak,4,1,1,39,city_above_500000,wielkopolskie,5,married,2,No,1,4,4,6,6,3,0,5,5,4,2,4,0,2,3,4.666666667,2.333333333,4.666666667,1.666666667,5,3.333333333,6,3,0,everyday,2,1
3.834890816,1,"lasy w miescie, lasy poza miastem, laki","spacer, jazda rowerem","miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem, miejsca wyciszenia i odosobnienia",,nie zmienila sie,3,5,1,31,city_above_500000,wielkopolskie,5,divorced,0,No,1,5,4,6,6,2,0,5,4,2,0,4,2,2,2,3.266666667,1.733333333,5,2,4.5,2,6,2,0,monday-friday,2,1
3.844232435,0,lasy poza miastem,zbieranie grzybów,miejsca zbioru owoców lesnych i grzybów,,nie zmienila sie,3,3,1,45,city_above_500000,mazowieckie,4,married,3,No,1,6,4,2,5,0,6,4,3,4,1,3,0,1,2,3.666666667,1.666666667,4,1,3.5,2.666666667,5,0,6,few_times_in_month_or_less,3,0
3.844419111,0,"lasy poza miastem, laki, ogród botaniczny, ogródki dzialkowe","spacer, jazda rowerem","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca dajacego mozliwosc oddychania czystym powietrzem, bezpiecznego miejsca do uprawiania sportu, np. nordic walking, bieganie, jazda na ro, jazda konnawerze, miejsca wyciszenia i odosobnienia, miejsca ucieczki od problemów osobistych, miejsca wypoczynku i rekreacji np. na weekendowy pobyt z rodzina i przyjaciólmi",,raczej nie,2,4,1,20,city_20000,wielkopolskie,3,single,0,No,6,4,3,4,3,3,0,4,4,4,3,4,0,3,3,3.4,2.8,3.666666667,2,4,3.666666667,3,3,0,few_times_in_month_or_less,1,1
3.84641778,0,lasy poza miastem,"spacer, zbieranie grzybów","mozliwosci swobodnych spotkan z ludzmi bez koniecznosci zakladania maseczki, miejsca na podziwianie piekna przyrody, miejsca dajacego mozliwosc oddychania czystym powietrzem",,raczej nie,2,4,1,40,city_500000,slaskie,4,married,2,No,1,3,4,4,3,2,4,4,3,4,3,3,1,3,4,2.8,3.666666667,3.666666667,2.666666667,3.5,3.333333333,3,2,4,few_times_in_month_or_less,3,0
3.847509987,0,ogródki dzialkowe,"spacer, obserwowanie ptaków","miejsca na podziwianie piekna przyrody, miejsca obserwacji zachowan dzikich zwierzat i ptaków, miejsca wyciszenia i odosobnienia",,nie zmienila sie,3,1,1,42,city_500000,slaskie,5,married,2,No,5,3,2,4,4,3,4,4,4,3,0,3,2,2,2,3.533333333,2.066666667,3,2,4,2,4,3,4,few_times_in_month_or_less,2,0
